id,comment_text,TOXICITY@6,SEVERE_TOXICITY@2,IDENTITY_ATTACK,INSULT,PROFANITY,SEXUALLY_EXPLICIT,THREAT,FLIRTATION,TOXICITY@5,SEVERE_TOXICITY@1,ATTACK_ON_AUTHOR,ATTACK_ON_COMMENTER,INCOHERENT,INFLAMMATORY,LIKELY_TO_REJECT,OBSCENE,SPAM,UNSUBSTANTIAL
48054ab0250f8823,"""

 Please do not vandalize pages, as you did with this edit to Single parent. If you continue to do so, you will be blocked from editing.   (mailbox) """,0.18,0.07,0.15,0.18,0.10,0.12,0.42,0.40,0.19,0.04,0.79,0.16,0.10,0.17,0.86,0.03,0.35,0.40
064fdac2558afc03,"Grand Rapids, MI Page
Yassie...this is an Image I took with my own camera on my own time and I release this image and all its copyrighted privileges.  I understand that the previous Image I was posting was copyrighted and for that I am sorry...but this one is not.  Please discuss on here before you once again attempt to remove my image. -Eman1114
So? I self-reverted and resumed the image. By the way, you are telling you have uploaded previous copyvio images onto commons with the account Grguy2011. That was cross-wiki sock puppetry. Don't do it again.",0.16,0.10,0.19,0.15,0.16,0.27,0.31,0.50,0.13,0.08,0.16,0.02,0.56,0.06,0.81,0.10,0.71,0.27
fcaf744353928c94,"Lee Smith 

Finally found a picture for Lee Smith.  Gotta love WatchFlickr.  —",0.07,0.03,0.08,0.07,0.06,0.10,0.15,0.47,0.01,0.00,0.05,0.17,0.77,0.44,0.76,0.62,0.10,0.77
5ee36e7b1bcd6af0,"""

 Lad, you've been edit warring for more than a decade - as , then  now this account. Every time inevitably you exhaust the community's patience, disappear for a bit then come back with a """"clean"""" account. When's it going to click that the behavior needs to change not just the account name? For your sake and everyone's take a step back and honestly think about how you interact with people and how it might improve. Cheers. 119.81.31.6  """,0.09,0.05,0.11,0.08,0.05,0.13,0.24,0.37,0.13,0.03,0.18,0.39,0.70,0.34,0.40,0.42,0.75,0.25
f3843861d6818bb9,"""

I copied the message that he/she sent me on Flickr, I will do it here too:
""""yes! sorry that it took so long, this was in my junk folder. let me know what you need me to do to give permission"""" on 5 Oct 09, 12.26PM PDT and then he/she sent e-mail to OTRS. I am not sure how else to show you, maybe screen caption of the message?""",0.22,0.07,0.08,0.13,0.17,0.20,0.15,0.50,0.17,0.05,0.07,0.16,0.69,0.20,0.80,0.18,0.48,0.39
9f479111d848d5a8,"Graduation earns a Krannert MBA, plus a German MBA from LUH.",0.09,0.07,0.13,0.07,0.07,0.25,0.24,0.46,0.19,0.08,0.05,0.32,0.78,0.23,0.48,0.19,0.37,0.63
0bdd0af528016487,"Let's try not to edit anything yet. Unless they have confirmed that the operation has been proven successful then it is ok to add it on Wikipedia, the rebels have been know to give unreliable information.",0.12,0.05,0.21,0.14,0.10,0.15,0.22,0.39,0.12,0.03,0.09,0.50,0.69,0.56,0.42,0.18,0.18,0.59
9295051e5db342a2,hello everyone I hope someone looks me up anytime soon!,0.09,0.04,0.09,0.06,0.05,0.07,0.33,0.41,0.12,0.05,0.08,0.29,0.73,0.14,0.83,0.07,0.40,0.86
4be5d618fb3e962c,"To the original topic, Kittybrewster, I realize that this is your topic area of greatest interest, but I've been thinking about a good answer, and the best I can come up with is this: we're both wasting time here. It seems at the end of the day, I'm convinced that both you and Vintagekits are to blame for a series of Wikipedia-as-battleground incidents, and you do not. From where I sit however, when he went straight to his old battleground, you welcomed him back in kind - and the fact is on Wiki experienced users are expected to do better than that. Some sort of attempt at peacemaking is best, or some sort of dialogue or somesuch. When you ran straight to an admin and then AN/I to get the topicban reinstated, it showed me that you are not interested (probably because you believe it is impossible) in working together with Vintagekits - and possibly others who share his viewpoint. You see it as more Vintagekits' fault, but from my chair, you're both beyond the cutoff. Please remember, my job is to not create parity, equity, equality, or even justice, though I flatter myself and think I can produce it in my own life on occasion. No, I am an administrator not a philosopher-king, and at the end of the day Wikipedia needs no one, not you, Vintagekits, or I, more than it needs a productive working environment as a whole.

When I was involved with Vintagekits' topic ban, at the previous round with the Baronets and troubles bans, I can tell you that they worked to great effect, maintaining him in a topic of interest - despite his protestations of injustice. I hope you can find something you're interested in as well outside your original main content. Try stretching outwards a little - perhaps the history of the British Parliament as a whole, and our articles on parliamentary procedure need to be updated badly and are Americentric. I sincerely hope you good luck in your endeavors.",0.12,0.05,0.14,0.14,0.10,0.14,0.22,0.39,0.06,0.02,0.65,0.27,0.68,0.05,0.51,0.02,0.96,0.17
0782cdf48ac0b636,"""

Shouldn't someone add in the Trivia section about the line """"I could Be your John Cusack"""" in the song """"Honorable Mention"""" by Fall Out Boy, on """"Fall Out Boy's Evening Out With Your Girlfriend""""??""",0.18,0.13,0.16,0.16,0.13,0.26,0.25,0.48,0.14,0.04,0.39,0.59,0.31,0.20,0.63,0.06,0.03,0.56
30d86a8e620de8a6,"I reverted your edits again. They *have* been listed in that section for MONTHS, way before you even knew what wikipedia was. Removing them now because you don't agree is probably not a good idea. timecop",0.11,0.06,0.10,0.11,0.06,0.07,0.30,0.20,0.12,0.04,0.57,0.59,0.45,0.15,0.46,0.21,0.62,0.48
843ac0816cef8fb8,"How? Because you don't like something that has to do with the Bible and relatedly sourced? This is about a Biblical topic, and much of the history derives not from the religion of the book, but the history. The only deliberate attempt to compromise Wiki's integrity is the destruction of contributions which are credibly sourced and add to the overall desirable constructions of articles.",0.09,0.02,0.15,0.06,0.04,0.04,0.06,0.06,0.18,0.05,0.87,0.73,0.48,0.45,0.56,0.07,0.39,0.39
a31ff0d5b75c2309,"""

 Metasemiotics 

As a journal editor myself, I often hear complaints from authors whose articles were rejected that """"the reviewer did not understand what we were writing"""". The answer is simple: this usually means that the article was not written intelligibly. I have nothing against metasemiotics, but an article that cannot be understood by the average reader will not be of much use to Wikipedia. Honestly, I could make head nor tail of that article. Material published in my own journal could not be placed in Wikipedia without heavy editing either. So my proposal for speedy deletion of your article is no reflection on the quality of the academic journals that you listed. It's just a reflection of the fact that you did not succeed in conveying what metasemiotics is about in generally understandable words. Apparently I was not the only one feeling this way, as the article was deleted by an admin who apparently agreed with me (I am not an admin and therefore cannot delete articles myself). In any case, it was only a speedy delete, so nothing prevents you from trying again. Please keep in mind in that case the public or which you are writing. Happy editing!   """,0.09,0.05,0.12,0.10,0.09,0.20,0.31,0.42,0.12,0.03,0.96,0.15,0.58,0.11,0.45,0.02,0.61,0.29
ac2d55872b084adc,"Community Charge 

Hey, just wanted to let you know that an editor has reverted your move of Community Charge, in case you wanted to consider an WP:RM. (let's chat)",0.09,0.04,0.13,0.12,0.10,0.19,0.25,0.47,0.07,0.01,0.75,0.44,0.43,0.15,0.72,0.10,0.17,0.43
813e8b2bc98a893a,"""

 Mild humor based on facts or accepted facts being unencyclopedic and worthy of nuking. 

In the intro paragraph to this article, the last two sentences state the following, """"On the DVD commentary for the film one of the commentators claims that George Lucas reassured him that the project would, in twenty years, be seen as a masterpiece. As of the year 2012 the film was still considered one of the worst ever made.""""

I did happen to see this movie ages ago, and I remember how terrible it was, and it does rank as one of the worst I personally ever saw, now whether that this is widely accepted fact or opinion, I'm not exactly sure, but, if the rest of the facts check out, that a DVD commentator did state that Lucas told him that the project would be considered a masterpiece in 20 years, if *that* can be fully verified, should this comment be able to withstand encyclopedic muster? Or does it deserve to be nuked as a previous editor chose to do? Thoughts??""",0.18,0.07,0.18,0.19,0.12,0.14,0.40,0.43,0.24,0.13,0.80,0.05,0.24,0.29,0.39,0.26,0.20,0.38
61a9fff80c2ef3f9,"""

Wow, you're complaining to me now? 13 days after I replied?  It is up to any editor on Wikipedia to consider whether an article is within reason to post as speedy deletion.  Since I was not the person who actually deleted the article, only the person who suggested to have the article deleted, please do not gripe on my talk page telling me how I should or should not contribute to Wikipedia.  If you have further questions, please contact the administrator responsible for deleting your article.  Please also note: If you have problems with other people editing or deleting your material, don't post it.  I didn't come up with that either.  It's one of Wikipedia's many policies.  I suggest you read up.   ''talk ♦ contribs'' """,0.16,0.06,0.12,0.10,0.07,0.08,0.25,0.24,0.14,0.03,0.67,0.59,0.24,0.10,0.76,0.03,0.62,0.39
b1510c3d2caf75e3,"""

Kay Fields

Polk County School Board Member Kay Fields is a member of this cult. She was recently in the news after she said Creationism """"needs"""" to be included in the public school system. Perhaps the article could include a brief mention of Ms. Field.
69.19.14.35  """,0.12,0.09,0.25,0.17,0.12,0.24,0.29,0.47,0.06,0.03,0.63,0.02,0.30,0.63,0.55,0.05,0.05,0.62
8720b1b43794325a,"I have just uploaded files 'pentagon1'-'pentagon4'. I think I have successfully found out the author of the photographs, though I don't know the licensing details. Please tell me whether any of these images are suitable for uploading on to the site. I emphasise I only want to add photographs and measurements of the crash site, therefore do not understand why this material should be labelled 'conspiracy theory'. Thank you. And don't get me started on 'logical fallacies'. RichB111.",0.10,0.05,0.10,0.09,0.09,0.18,0.22,0.43,0.05,0.02,0.33,0.11,0.77,0.17,0.42,0.16,0.93,0.45
ad3b395987722c56,"""
I really do not think you are reading what I and others are saying. The whole concept of race is meaningless. Percentages are even more meaningless, to the point of being absurd. However some specific questions:
 What census are you talking about? The US census? The census in many countries does not ask questions about race, because the answers to such questions is meaningless.
 """"We only have 8 choices:"""". We do?? Do you have a source that says the human population on earth is divided into 8 races? Earlier, when I raised Melanesians, you said we did not need to worry about races we did not have examples for. Now you say we have 8 choices. References, please, and then add it to the article where the race abbreviations are defined and add the other four.
 What basis do you have for using """"Pacific Islander"""", rather than splitting into """"Melanesian"""", """"Polynesian"""" and so on?   """,0.23,0.09,0.36,0.23,0.11,0.13,0.19,0.32,0.13,0.03,0.45,0.76,0.63,0.26,0.24,0.05,0.15,0.31
3866927b637cb416,"""

 Message on my talk page 

Why'd you leave me that message? I don't even know you.   """,0.08,0.04,0.08,0.07,0.05,0.10,0.21,0.44,0.14,0.04,0.28,0.59,0.40,0.15,0.77,0.08,0.39,0.78
5c1d855a59e5594a,"""
It should be noted that all work must be """"already published"""", see:WP:No original research. -  MacInnis (Contribs) """,0.05,0.04,0.12,0.06,0.07,0.16,0.27,0.42,0.02,0.00,0.64,0.26,0.74,0.12,0.47,0.19,0.55,0.51
a069c9e2d37fce4b,"""

Hello Mark: Excuse me, but I do not view any of the above quotes as questionable. They are the truth. Sure taken out of context to someone not familiar with the subject they may seem overly vigorous, but when faced by obvious ignorance and ineptitude I expressed myself in a forthright manner befitting an inexcusable action. You are coming in as outsiders. As far as I know only one person  """,0.51,0.19,0.24,0.59,0.28,0.17,0.24,0.35,0.40,0.07,0.18,0.59,0.39,0.10,0.20,0.02,0.03,0.12
54775d08f71eacba,"""

 """"Of semitic origin"""" 

This assertion, made in the article lead, is completely without citation therein, and seems to fall back on similarly uncited assertions made in the first paragraph of the following section, """"Origin of the cult"""".  While it is natural for speculation to run rampant on the basis of the similarity of the name """"Adonis"""" and the title """"Adon[i/ai]"""", it is truly shameful that this apparent similarity between two completely unrelated languages (Greek=IE, Hebrew=AA) to be passed off as a foregone conclusion, i.e., """"Adonis"""" is the Greek realization of the Hebrew """"Adonai"""".  I am certain volumes must have been written about the apparent etymological similarities between the two, so it seems me intellectually insulting that not only is not a single respectable source brought to bear on the subject, but that not a single source at all is brought forth to support this oft-speculated-upon, but also oft-reputed apparent false friend similarity.  talk """,0.20,0.07,0.36,0.19,0.08,0.09,0.22,0.34,0.19,0.10,0.49,0.07,0.72,0.19,0.52,0.04,0.50,0.29
6fdb2a30b58dee8a,Quick question - Were Betjeman and MacNeice not already aquainted from Marlborough rather than later on at Oxford as stated?,0.12,0.08,0.24,0.12,0.14,0.31,0.34,0.52,0.07,0.02,0.14,0.27,0.70,0.20,0.44,0.21,0.10,0.64
5c18e825174bd86a,"what is so unnoteworthy??? 

three major concerts seem pretty noteworthy in my opinion since its the only other major non baseball events that have been hosted in the stadium.",0.11,0.05,0.17,0.12,0.07,0.09,0.14,0.25,0.05,0.01,0.14,0.12,0.88,0.21,0.38,0.61,0.61,0.62
a630af4d5107a50e,"IS THIS A JOKE?  

This article is so biased against Dr MacDonald that no one will believe in the criticsm directed at him.",0.33,0.10,0.22,0.26,0.12,0.09,0.21,0.17,0.30,0.03,0.97,0.03,0.08,0.27,0.75,0.01,0.00,0.73
76f6f1c8d0b25ed8,Thank you very much my friend ) Maviulke12,0.04,0.03,0.07,0.05,0.04,0.05,0.06,0.30,0.05,0.02,0.05,0.24,0.89,0.10,0.79,0.40,0.61,0.86
beed5388d0866fbc,You could email me. Then I'd know who I was talking to )  (talk),0.15,0.07,0.10,0.13,0.11,0.17,0.37,0.48,0.04,0.01,0.05,0.21,0.51,0.08,0.67,0.07,0.65,0.80
278ff9d6b3b3d61c,"""
 I stand by my edit, which was reverted by Ling.Nut. I won't get into any warring, though. Let's hear what others has to say about it. From your fact-checking, it's quite apparent that the previous formulation about """"defensible borders"""" is not an option.   """,0.26,0.11,0.28,0.31,0.25,0.26,0.31,0.49,0.17,0.03,0.16,0.63,0.20,0.27,0.53,0.04,0.00,0.35
b9f173c6006b9daf,"user:Binksternet That is the source from the book, I've got it sitting right next to me on page 122 where it calls it that 86.131.167.114",0.06,0.04,0.08,0.06,0.08,0.14,0.16,0.37,0.02,0.01,0.04,0.04,0.85,0.11,0.62,0.37,0.94,0.68
8289b27f0cc8ee72,"Alex, this whole matter was a strange affair. I might have been mistaken in that comment but things were looking very strange. In any case this was not a personal attack of any sort. After I go through diffs to understand what was going on there, I will try to give my assesment at ANI. Something serious has happened and this should not be dealt with.",0.15,0.09,0.21,0.14,0.11,0.15,0.45,0.46,0.10,0.01,0.30,0.09,0.83,0.17,0.40,0.46,0.14,0.38
ab369a09abd1f1d5,"""

 Green Day 
Hey on the promo singles. Poprocks & When its Time were only official singles in Japan and UK so should they be listed there? And you also removed """"Nuclear Family"""", """"Stay the Night"""" & """"The Forgotten"""". The first two were promo singles and the second is a single for the twilight soundtrack, so these should be readded. And there were 3 song by Green Day in the Out of Focus Vol.1 but im not sure which ones were played. And I have put a bunch not listed on here in the talk page of the discography page such as old EPs and DVD's not listed on there.  

The albums such as Tune in tokyo, BBBPP, & Live Tracks are Live EP's so should they go in both section because they are EP's first that just happen to be live ones.
Why Cant we have films, they have been there forever until the page change. And they dont have enough to have another page, so i I think it should be added back.
DVD - Live At Woodstock '94, Heart Like a Hand Grenade
Live - Live On Air
EPs - Green Day '97, Pick a Winner ,Berkley Block Buster ,Don't Want To Know If You Are Lonely
Compilations - Singles ,Green Day
- Info: 21-track promotional CD sampler to celebrate Green day’s Participation in the induction ceremonies for this year's Rock & Roll hall of Fame. This is a compilation of previous tracks so it should probably go there
Here some of these were erased when the page was remodeled of should be re added and Ive seen quite a few Discography page have a section for Samplers as well so should we add them to  """,0.12,0.11,0.24,0.15,0.15,0.26,0.39,0.62,0.12,0.08,0.00,0.00,0.83,0.03,0.39,0.01,0.96,0.17
dfd1bd286b465a5f,Might be interesting to count these geneticists by nationality!,0.29,0.17,0.50,0.26,0.09,0.06,0.10,0.21,0.19,0.08,0.06,0.07,0.48,0.63,0.57,0.04,0.03,0.80
c3c06d19debdb6ad,"Students for a Democratic Society (1960 organization) 

Don't know if this is a glitch or what have you, but CorenSearchBot reported a possible copyvio on my talk page (diff) during a fork-out from an article on Wikipedia.  The page it cited as the page that the article was a substantial copy of was a fork of content that originated on Wikipedia.  Is this an actual glitch, and if so, is this fixable?   (Talk)",0.16,0.11,0.17,0.17,0.14,0.20,0.28,0.44,0.13,0.03,0.25,0.13,0.57,0.07,0.50,0.08,0.75,0.46
ccf971adb8ff5701,""" This particular administrator actually has, """"Wikipedia is free as in freedom"""", written on his user page. Perhaps he should add the caveat, """"unless you dare to challenge us"""".""",0.16,0.11,0.17,0.24,0.20,0.16,0.22,0.38,0.10,0.02,0.65,0.59,0.27,0.19,0.55,0.02,0.02,0.58
b0064040de6eae78,"""

 This is what I have  edited the Picardi article to. 

John C. Picardi is the author of the plays The Sweepers, and Seven Rabbits on a Pole.  His plays are published by Samuel French and have been produced off-Broadway at Urban Stages in Manhattan and across the United States. Sweepers received positive reviews in the Los Angeles Times. The LA Times (The Sweepers)  Lawrence Van Gelder of the New York Times favorably reviewed both plays.  Van Gelder said about Sweepers that """"Mr. Picardi's writing renders his characters timeless"""". His review of  Seven Rabbits on a Pole opened with """"An epic is in the making"""".

References
""",0.08,0.04,0.14,0.10,0.09,0.15,0.20,0.38,0.02,0.01,0.87,0.00,0.59,0.16,0.60,0.07,0.66,0.46
f2a25095cd8a0816,"""

 Please do not vandalize pages, as you did with this edit to Laos. If you continue to do so, you will be blocked from editing.    """,0.19,0.05,0.17,0.15,0.09,0.10,0.41,0.37,0.18,0.04,0.73,0.30,0.08,0.18,0.92,0.03,0.12,0.53
797b0cd910cacab2,"Well, I made changes I liked to the ArbCom report. You're totally free to keep them, or remove them as you see fit. As for the grant article, ragesoss merged it with Phoebe's  page. She also covered your suggestion about the fundraising goal being met.  ( ¡? )",0.12,0.14,0.17,0.22,0.22,0.23,0.42,0.50,0.05,0.03,0.25,0.07,0.51,0.04,0.27,0.08,0.90,0.40
bbbb8940e583c9dc,", 17 September 2006 (UTC)

Alright, we're getting there! I still think the politics bit will confuse people ... and it doesn't make him any more heterosexual. Actually, it makes him seem more attached to Philip! In any event, it's irrelevant. Also, the paragraph below is fine the way it is now. Please, please, PLEASE comprimise so I don't have to go back and constantly change everything!!  19:47",0.21,0.07,0.40,0.14,0.09,0.12,0.12,0.19,0.23,0.05,0.39,0.25,0.70,0.35,0.59,0.06,0.26,0.41
1642c2da68a59c0b,"""

Wow, interesting information.  First, let me say that I don't doubt the truth of what you're saying.  However, because the resignation has not yet been published in a reliable source, it qualifies as original research, which is not permitted on Wikipedia.  Typically, this type of information would have to be removed from an article.  Given that you do have first hand knowledge of the situation, however, I'll leave it in with the """"citation needed"""" tag for now and hopefully a source will be available soon (I'll look tomorrow).  I feel comfortable with leaving the information for a few days with the citation tag while looking for a source, however, another editor could come along and justifiably remove it.  If that happens, we will have to find a source to add it again. ·  talk · """,0.07,0.03,0.13,0.09,0.06,0.09,0.29,0.39,0.04,0.01,0.82,0.26,0.49,0.20,0.53,0.05,0.66,0.41
0aeaf86ee8906711,"""

Kane's secrecy?
quote from the article:
""""if the Allied campaign were to be completed in Red Alert, the Allies would emerge victorious and the time line would instead lead into the events of Red Alert 2. It should be noted however that this theory is in direct contradiction to the original Tiberian Dawn manual, which states that Nod is an African group in its origin, making no mention of the Soviet Union whatsoever.""""
if the instruction manual was written by GDI, then perhaps they were simply deceived into what the origins of Nod were.  Maybe Kane planted information stating that it was from Africa; or maybe it really WAS from Africa, and Kane's attempts to drum up support in the USSR were unsuccessful.  Regardless, it doesn't seem to conflict, especially if it could be established that the manual was a GDI document, and therefore biased and uninformed.
96.229.63.68  
 Please go and look up the meaning of the word fiction sometime.  Either by clicking on that hyperlink, or by visiting an online dictionary.  The sooner the better, to be perfectly honest.    
 As an aside, the changes to the section you indirectly are proposing would translate to a classic example of original research.  The section's current content is sourced through the referencing of several different publications and statements of various C&C; development teams, rendering it fully verified.   """,0.16,0.08,0.33,0.18,0.10,0.16,0.23,0.45,0.06,0.02,0.69,0.84,0.22,0.28,0.43,0.02,0.14,0.26
89fcef1c7823028f,"""
Then why not start an RFC on re-sysopping? Simples. If you'd done that, we wouldn't be here now. andemu 
""",0.11,0.04,0.11,0.11,0.09,0.13,0.18,0.25,0.15,0.08,0.12,0.41,0.71,0.27,0.53,0.59,0.15,0.58
4a0397f375c4d653,"""

 Speedy deletion of """"Nathan mcgowen"""" 

A page you created, Nathan mcgowen, has been tagged for deletion in accordance with our deletion policy. In particular, it meets one or more criteria for speedy deletion; the relevant criterion is:

Patent nonsense and gibberish, an unsalvageably incoherent page with no meaningful content.

You are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. However, please do not simply re-create the page with the same content. You may also wish to read our introduction to editing and guide to writing your first article.

If you have any questions, please contact an administrator for assistance. Thank you —αἰτίας •discussion• """,0.10,0.03,0.11,0.11,0.09,0.06,0.22,0.27,0.11,0.03,0.72,0.64,0.39,0.18,0.79,0.01,0.36,0.41
6b55dd74949109fb,I find this article Humerus,0.12,0.09,0.09,0.09,0.11,0.17,0.21,0.29,0.10,0.03,0.67,0.03,0.79,0.12,0.32,0.14,0.40,0.86
c2fcd75d85643d82,"Greetings! 
Hello! I previously began updating album pages with review scores from the website I represent and others while I wasn't signed in, and you reverted my edits. Why is that? HBIH are professional reviewers who get advance promotional copies directly from record labels for review. If sites like Metalsucks can be included, I don't see why Heavy Blog can't, unless there's something I overlooked in the guidelines. I'm not being confrontational or anything, I'm sincerely curious. You're obviously an experienced editor and I just wanted to know what was wrong specifically!

Thanks a lot!",0.12,0.05,0.10,0.11,0.09,0.14,0.21,0.39,0.10,0.02,0.50,0.04,0.58,0.05,0.64,0.08,0.97,0.43
d44b29c64ebd4ae8,"Retracted the CMDC stuff,. Sorry, I did say that I wouldn't comment on CMDC outside of ArbCom etc. I've stuck to that until now and have just reacted to an obviously point-y post from her. My bad - won't do it again., -",0.15,0.06,0.12,0.11,0.10,0.17,0.14,0.41,0.18,0.05,0.15,0.36,0.68,0.19,0.43,0.48,0.32,0.52
6b594d1782e1ab17,since they figure in Caesar's Gallic War,0.12,0.07,0.13,0.08,0.06,0.09,0.32,0.22,0.12,0.03,0.06,0.23,0.81,0.37,0.77,0.13,0.18,0.83
665bdf06876ba04e,"Sorry, but this is enough 

As is clear prior to you blanking this talk page, you have had a lot of warnings for failure to abide by Wikipedia policies, most notably relating to citations. It is extremely disruptive and yet you have in the last hour or so embarked on a whole load of other uncited or incorrectly cited edits to Miss Universe 2011. Your only response appears to have been a comment on my own talk page that someone else removed as they thought it was a personal attack, which is also against policy. They actually removed it before I saw it.

I am going to request that you receive a block from editing here. I really, really do not like doing this but your current pattern of behaviour is just wasting the time of other people who would rather contribute in a positive manner. There have been many opportunities where you could have sought advice regarding what it is that you are doing wrong but you appear not to have taken them up. Perhaps a short block will focus your mind. It will certainly save me a fair few minutes cleaning up the mess that it left by your edits. If you do need assistance then I am happy to help you but, so far, you appear just to be ignoring everything that is said. This is a disappointing and I am really not happy about having to escalate this. I would much rather that people worked together and learned from each other. -",0.21,0.08,0.12,0.14,0.08,0.12,0.34,0.38,0.15,0.05,0.61,0.35,0.49,0.17,0.41,0.05,0.66,0.21
43d21d1bbfadd80a,This article needs attention from someone with knowledge of Ireland and the British military.,0.08,0.02,0.13,0.06,0.05,0.17,0.12,0.34,0.04,0.00,0.95,0.59,0.27,0.28,0.69,0.02,0.02,0.78
f01bb504ab1975b5,"I'm so glad I have your approval.  07:25, 24 Feb 2004 (UTC)",0.02,0.01,0.02,0.01,0.02,0.08,0.11,0.44,0.03,0.01,0.07,0.62,0.68,0.16,0.85,0.08,0.67,0.75
b5f7062f9f81b4ad,"Please tell me where to find the filmprojects talk page, it does not appear in wiki's search. Best.",0.05,0.03,0.12,0.06,0.04,0.07,0.16,0.23,0.05,0.02,0.22,0.37,0.80,0.19,0.70,0.21,0.59,0.71
63f5532b89d67e63,"Motorway service stations

I find it odd that someone who is prepared to write about a couple of obscure redundant reservoirs is fussing about the failure to delete motorway service stations. I have seen, in particular, many UK railway station pages start as stubs and grow ... there is no name-space competition for the space currently occupied by the articles ... at least one - Watford gap - is fine; I learn some new facts about Leicester Forest East just now; I know that Tebay services in Cumbria is notable for a thing or three ... sorry, but I just cannot get my head around whatever you think the problem is. There you go. BTW, AFAIK, Wikipedia also seeks to be a gazetteer, though I  can't substantiate that with reference to any policy.  (talk)",0.17,0.10,0.25,0.21,0.16,0.19,0.35,0.54,0.05,0.01,0.38,0.13,0.72,0.05,0.16,0.14,0.81,0.19
f5a8b46a21c96417,"As it stands, you say this posed picture indicates to you that Manning wasn't that frail, and looks smiling and happy. If it is placed here to put the lie to the text and sources about aspects of her past, then it is arguably not neutral, however cute. I wouldn't support having a picture of Kissinger smiling and joking next to text that described him as being in serious wartime negotiations. I'm not saying the picture is objectionable in and of itself, I'm saying (pending a chance for arguments for its inclusion) it makes the article less unarguably neutral. If the picture causes you to say that the text overstates her height issues, health issues, level of childhood happiness etc. then it is arguably not an appropriate image based on the text and sources describing her past. __",0.06,0.01,0.06,0.04,0.02,0.03,0.05,0.27,0.05,0.01,0.59,0.27,0.69,0.29,0.45,0.59,0.73,0.41
9a61bd26ddb8ef21,"Proto languages==
This is the most probable development:
 Proto-Uralic: 4000 BC
 Proto-Finno-Ugric: 3000 BC
 Proto-Finno-Permic: 2000 BC
 Proto-Finno-Volgaic: 1500 BC
 Proto-Finno-Lappic & Proto-Ugric: 1000 BC
 22:09, 15 Dec 2004 (UTC)

==",0.10,0.08,0.20,0.12,0.10,0.15,0.31,0.48,0.07,0.06,0.00,0.00,0.93,0.00,0.89,0.00,0.96,0.16
98ce74a0c294d7e6,"""

Title
This book by Origenes is called """"Contra Celsum"""" (in Latin, classical as well as medieval) or """"Kata Kelsou"""" in original Greek. Please delete this lemma, spreading nonsense all over the world. Thanks from Germany, Rabanus Flavus, 06.01.2008""",0.12,0.09,0.27,0.21,0.16,0.20,0.34,0.49,0.22,0.08,0.07,0.12,0.48,0.04,0.86,0.02,0.59,0.24
b792e4d8af11e31d,"No. You do not. Anyone can write anything they want without an account. If what they write is not creditable or is a personal point of view it will not be allowed to stay, rather it's an IP edit or an edit by a registered user. You can read more here:User access levels and more here:Wikipedia:Why create an account?. hope this helps.   powwow",0.10,0.04,0.10,0.07,0.07,0.14,0.21,0.35,0.05,0.01,0.50,0.34,0.77,0.22,0.45,0.05,0.70,0.42
cfe44b8d71f9ebbe,No merger -  these are separate weapons and should have their own articles .,0.14,0.08,0.09,0.07,0.06,0.14,0.42,0.41,0.12,0.03,0.61,0.16,0.54,0.36,0.49,0.06,0.04,0.80
c55d0586810d4412,""":The report excludes any possibility of an electrical cause: """"Sehr nahe lag die Vermutung, daß Kurzschluß in den elektr. Leitungen die Ursache sein könnte. Diese Frage wurde...mit Bestimmtheit in negativem Sinne entschieden."""" 
No other alternative to arson has ever been proposed, and the report says that arson is suspected.   

""",0.21,0.17,0.16,0.10,0.12,0.18,0.64,0.41,0.21,0.18,0.00,0.00,0.94,0.09,0.88,0.02,0.03,0.27
e374e3b96e947443,"Hi Paul.

If you look at this page's history you'll see a guy called Blofeld recently made a couple of very bizarre edits. The guy then decided he was an expert on what is probably the most obscure sultanate ever to have existed. This is obviously puzzling since the sultanate is in fact the area around my girlfriend's back garden.

But this is silly. You should know already that there's a rather pitiful clique on this website. They prop each other up in spats on various talk pages; they support each other's articles in the FAC process (effectively devaluing the process as a result); and seem to enjoy stalking and baiting other users. To be frank, I think it's best to treat these little boys with the contempt they deserve. Eventually they'll get bored and start creeping round someone else. 

Ever heard of the forest Ton Sak Yai in Uttaradit? A few days ago I uploaded an article about Buçaco Forest in Portugal. Next I intend to write a piece about Ton Sak Yai. The forest is home to the world's largest teak tree.",0.27,0.09,0.16,0.27,0.18,0.14,0.27,0.41,0.28,0.08,0.78,0.04,0.32,0.23,0.39,0.07,0.50,0.14
8dfc2872fdcb2f48,"Until you learn to stop being dishonest you should leave wikipedia - immediately.  You are yet again mischaracterizing the content of the citations in a, at this point clearly intentionally, dishonest attempt to make that assertion.  Assume Good Faith no longer applies since you clearly have demonstrated that you are not acting in good faith by clear and intentional dishonesty about the content of peer reviewed scientific studies.  Until such a time as you can conduct yourself in an honest manner on wikipedia you should removed yourself from editing.",0.23,0.06,0.15,0.14,0.07,0.05,0.26,0.15,0.37,0.13,0.84,0.97,0.04,0.23,0.69,0.01,0.04,0.16
1474f35d6b73659a,"For the 850th time, there is zero reason at all that the owner of a blog is relevant to a post.  How can Rosenberg's name possibly be relevant at all ?",0.07,0.02,0.06,0.06,0.04,0.06,0.11,0.15,0.09,0.03,0.78,0.59,0.47,0.26,0.54,0.07,0.56,0.64
